Date,Open,High,Low,Close,Adj Close,Volume
2020-04-28,19776.179688,19841.779297,19638.480469,19771.189453,19771.189453,68600000
2020-04-30,20105.679688,20365.890625,20084.830078,20193.689453,20193.689453,103400000
2020-05-01,19991.970703,20000.250000,19551.730469,19619.349609,19619.349609,86600000
2020-05-07,19468.519531,19720.869141,19448.929688,19674.769531,19674.769531,82900000
2020-05-08,19972.089844,20179.089844,19894.580078,20179.089844,20179.089844,82200000
2020-05-11,20333.730469,20534.880859,20285.039063,20390.660156,20390.660156,76200000
2020-05-12,20413.230469,20457.369141,20293.970703,20366.480469,20366.480469,67700000
2020-05-13,20140.919922,20329.890625,20056.460938,20267.050781,20267.050781,79500000
2020-05-14,20140.490234,20185.000000,19902.929688,19914.779297,19914.779297,76900000
2020-05-15,20149.789063,20198.250000,19832.880859,20037.470703,20037.470703,75200000
2020-05-18,20097.619141,20197.589844,19999.099609,20133.730469,20133.730469,71900000
2020-05-19,20469.519531,20659.460938,20433.449219,20433.449219,20433.449219,93000000
2020-05-20,20454.490234,20684.460938,20454.029297,20595.150391,20595.150391,71800000
2020-05-21,20692.589844,20734.910156,20503.869141,20552.310547,20552.310547,62900000
2020-05-22,20583.949219,20615.119141,20334.990234,20388.160156,20388.160156,71100000
2020-05-25,20653.410156,20741.650391,20584.060547,20741.650391,20741.650391,55100000
2020-05-26,20927.960938,21328.339844,20918.109375,21271.169922,21271.169922,87200000
2020-05-27,21249.310547,21475.679688,21142.720703,21419.230469,21419.230469,112000000
2020-05-28,21612.900391,21926.289063,21580.500000,21916.310547,21916.310547,134000000
2020-05-29,21807.630859,21955.439453,21710.800781,21877.890625,21877.890625,153200000
2020-06-01,21910.890625,22161.390625,21898.990234,22062.390625,22062.390625,72200000
2020-06-02,22175.519531,22401.789063,22118.400391,22325.609375,22325.609375,77900000
2020-06-03,22649.009766,22818.869141,22462.679688,22613.759766,22613.759766,94100000
2020-06-04,22885.140625,22907.919922,22501.810547,22695.740234,22695.740234,92000000
2020-06-05,22613.080078,22865.880859,22563.560547,22863.730469,22863.730469,85600000
2020-06-08,23121.980469,23178.099609,23028.619141,23178.099609,23178.099609,108500000
2020-06-09,23135.789063,23185.849609,22933.140625,23091.029297,23091.029297,91500000
2020-06-10,22939.000000,23175.820313,22900.300781,23124.949219,23124.949219,75600000
2020-06-11,22848.019531,22939.390625,22466.539063,22472.910156,22472.910156,105900000
2020-06-12,22082.119141,22350.300781,21786.929688,22305.480469,22305.480469,120500000
2020-06-15,22135.269531,22251.830078,21529.830078,21530.949219,21530.949219,78500000
2020-06-16,21912.289063,22624.140625,21899.480469,22582.210938,22582.210938,100100000
2020-06-17,22517.140625,22536.380859,22318.070313,22455.759766,22455.759766,72500000
2020-06-18,22363.880859,22432.250000,22125.349609,22355.460938,22355.460938,65200000
2020-06-19,22515.750000,22523.660156,22352.160156,22478.789063,22478.789063,97000000
2020-06-22,22353.689453,22575.740234,22311.939453,22437.269531,22437.269531,54600000
2020-06-23,22636.060547,22693.890625,22257.140625,22549.050781,22549.050781,0
2020-06-24,22541.009766,22663.289063,22479.859375,22534.320313,22534.320313,67000000
2020-06-25,22287.869141,22423.410156,22165.140625,22259.789063,22259.789063,80800000
2020-06-26,22424.369141,22589.140625,22408.269531,22512.080078,22512.080078,66600000
2020-06-29,22255.050781,22281.380859,21969.589844,21995.039063,21995.039063,73700000
2020-06-30,22335.099609,22448.300781,22273.380859,22288.140625,22288.140625,74200000
2020-07-01,22338.300781,22360.310547,22039.560547,22121.730469,22121.730469,67400000
2020-07-02,22182.679688,22267.509766,22072.109375,22145.960938,22145.960938,73600000
2020-07-03,22266.910156,22312.439453,22154.970703,22306.480469,22306.480469,51700000
2020-07-06,22341.269531,22734.109375,22325.750000,22714.439453,22714.439453,58000000
2020-07-07,22649.900391,22742.279297,22540.439453,22614.689453,22614.689453,62700000
2020-07-08,22481.609375,22667.949219,22438.650391,22438.650391,22438.650391,64900000
2020-07-09,22442.300781,22679.080078,22434.380859,22529.289063,22529.289063,65200000
2020-07-10,22534.970703,22563.679688,22285.070313,22290.810547,22290.810547,78800000
2020-07-13,22591.810547,22784.740234,22561.470703,22784.740234,22784.740234,71200000
2020-07-14,22631.869141,22677.019531,22538.779297,22587.009766,22587.009766,61000000
2020-07-15,22817.910156,22965.560547,22800.109375,22945.500000,22945.500000,72600000
2020-07-16,22907.960938,22925.900391,22739.419922,22770.359375,22770.359375,89400000
2020-07-17,22807.570313,22857.820313,22643.519531,22696.419922,22696.419922,55900000
2020-07-20,22772.070313,22788.529297,22580.189453,22717.480469,22717.480469,50000000
2020-07-21,22789.380859,22925.580078,22780.220703,22884.220703,22884.220703,68600000
2020-07-22,22791.750000,22855.310547,22732.919922,22751.609375,22751.609375,65400000
2020-07-27,22495.949219,22741.130859,22429.570313,22715.849609,22715.849609,71800000
2020-07-28,22735.019531,22842.189453,22646.220703,22657.380859,22657.380859,67800000
2020-07-29,22543.890625,22584.869141,22366.339844,22397.109375,22397.109375,74300000
2020-07-30,22489.240234,22506.599609,22334.710938,22339.230469,22339.230469,77800000
2020-07-31,22267.589844,22295.050781,21710.000000,21710.000000,21710.000000,106600000
2020-08-03,21947.580078,22214.589844,21919.830078,22195.380859,22195.380859,84000000
2020-08-04,22379.740234,22603.820313,22379.740234,22573.660156,22573.660156,89100000
2020-08-05,22479.720703,22554.199219,22356.250000,22514.849609,22514.849609,74000000
2020-08-06,22471.710938,22587.750000,22362.890625,22418.150391,22418.150391,62600000
2020-08-07,22433.779297,22436.160156,22204.609375,22329.939453,22329.939453,66700000
2020-08-11,22505.509766,22760.869141,22497.070313,22750.240234,22750.240234,99300000
2020-08-12,22747.439453,22874.369141,22670.740234,22843.960938,22843.960938,90800000
2020-08-13,23123.359375,23316.689453,23111.500000,23249.609375,23249.609375,84800000
2020-08-14,23323.919922,23338.789063,23222.849609,23289.359375,23289.359375,59800000
2020-08-17,23189.480469,23248.750000,23068.529297,23096.750000,23096.750000,43600000
2020-08-18,23097.800781,23128.179688,22948.890625,23051.080078,23051.080078,55600000
2020-08-19,22997.929688,23149.849609,22953.599609,23110.609375,23110.609375,50100000
2020-08-20,23003.580078,23078.359375,22851.830078,22880.619141,22880.619141,50200000
2020-08-21,23022.759766,23135.429688,22920.300781,22920.300781,22920.300781,51200000
2020-08-24,22913.199219,23012.710938,22862.539063,22985.509766,22985.509766,40600000
2020-08-25,23242.740234,23431.039063,23225.390625,23296.769531,23296.769531,75300000
2020-08-26,23257.050781,23348.800781,23203.000000,23290.859375,23290.859375,47800000
2020-08-27,23311.039063,23323.070313,23177.849609,23208.859375,23208.859375,52700000
2020-08-28,23232.300781,23376.130859,22594.789063,22882.650391,22882.650391,98100000
2020-08-31,23147.140625,23342.320313,23102.609375,23139.759766,23139.759766,81000000
2020-09-01,23089.630859,23206.660156,23047.769531,23138.070313,23138.070313,59600000
2020-09-02,23261.089844,23287.400391,23170.820313,23247.150391,23247.150391,52600000
2020-09-03,23524.490234,23580.509766,23426.109375,23465.529297,23465.529297,57500000
2020-09-04,23130.320313,23257.689453,23098.769531,23205.429688,23205.429688,59300000
2020-09-07,23145.470703,23218.220703,23086.890625,23089.949219,23089.949219,57300000
2020-09-08,23188.789063,23277.660156,23129.660156,23274.130859,23274.130859,62100000
2020-09-09,22966.890625,23059.019531,22878.710938,23032.539063,23032.539063,84400000
2020-09-10,23193.470703,23250.310547,23134.019531,23235.470703,23235.470703,67600000
2020-09-11,23114.630859,23412.929688,23114.630859,23406.490234,23406.490234,76900000
2020-09-14,23431.160156,23582.210938,23429.419922,23559.300781,23559.300781,65400000
2020-09-15,23438.830078,23477.859375,23351.349609,23454.890625,23454.890625,61800000
2020-09-16,23425.230469,23506.449219,23397.429688,23475.529297,23475.529297,63000000
2020-09-17,23416.619141,23446.390625,23272.230469,23319.369141,23319.369141,61100000
2020-09-18,23321.189453,23398.460938,23290.189453,23360.300781,23360.300781,82600000
2020-09-23,23245.890625,23370.130859,23154.449219,23346.490234,23346.490234,77000000
2020-09-24,23215.000000,23234.720703,23039.480469,23087.820313,23087.820313,70500000
2020-09-25,23217.330078,23272.669922,23154.660156,23204.619141,23204.619141,72200000
2020-09-28,23391.960938,23516.039063,23303.029297,23511.619141,23511.619141,82000000
2020-09-29,23410.500000,23622.740234,23347.640625,23539.099609,23539.099609,61300000
2020-09-30,23478.849609,23522.380859,23170.890625,23185.119141,23185.119141,88200000
2020-10-02,23294.800781,23365.580078,22951.410156,23029.900391,23029.900391,86300000
2020-10-05,23254.279297,23377.429688,23252.689453,23312.140625,23312.140625,59500000
2020-10-06,23420.070313,23441.160156,23331.400391,23433.730469,23433.730469,57700000
2020-10-07,23272.449219,23432.730469,23272.449219,23422.820313,23422.820313,52100000
2020-10-08,23506.339844,23701.769531,23477.730469,23647.070313,23647.070313,56300000
2020-10-09,23713.859375,23725.580078,23552.730469,23619.689453,23619.689453,56100000
2020-10-12,23588.740234,23597.910156,23501.259766,23558.689453,23558.689453,44900000
2020-10-13,23667.900391,23667.900391,23490.949219,23601.779297,23601.779297,47200000
2020-10-14,23545.660156,23656.699219,23518.810547,23626.730469,23626.730469,54000000
2020-10-15,23548.449219,23581.160156,23458.429688,23507.230469,23507.230469,48300000
2020-10-16,23478.400391,23538.740234,23382.669922,23410.630859,23410.630859,48100000
2020-10-19,23543.689453,23707.160156,23543.689453,23671.130859,23671.130859,46300000
2020-10-20,23587.869141,23674.869141,23518.289063,23567.039063,23567.039063,48700000
2020-10-21,23615.519531,23702.300781,23611.330078,23639.460938,23639.460938,53300000
2020-10-22,23525.589844,23555.779297,23436.169922,23474.269531,23474.269531,44900000
2020-10-23,23558.710938,23587.900391,23469.130859,23516.589844,23516.589844,49200000
2020-10-26,23520.779297,23572.599609,23475.519531,23494.339844,23494.339844,41700000
2020-10-27,23376.960938,23485.800781,23232.310547,23485.800781,23485.800781,52700000
2020-10-28,23372.609375,23451.029297,23334.230469,23418.509766,23418.509766,67100000
2020-10-29,23170.759766,23374.099609,23170.759766,23331.939453,23331.939453,57500000
2020-10-30,23320.710938,23320.710938,22948.470703,22977.130859,22977.130859,76700000
2020-11-02,23110.740234,23370.910156,23096.789063,23295.480469,23295.480469,69700000
2020-11-04,23619.580078,23801.880859,23505.779297,23695.230469,23695.230469,81600000
2020-11-05,23776.199219,24112.419922,23756.779297,24105.279297,24105.279297,78600000
2020-11-06,24076.220703,24389.000000,24039.160156,24325.230469,24325.230469,73200000
2020-11-09,24568.839844,24962.800781,24541.279297,24839.839844,24839.839844,67000000
2020-11-10,25087.300781,25279.939453,24833.179688,24905.589844,24905.589844,128200000
2020-11-11,25145.660156,25401.300781,25145.660156,25349.599609,25349.599609,102500000
2020-11-12,25439.349609,25587.960938,25316.599609,25520.880859,25520.880859,80500000
2020-11-13,25405.640625,25456.179688,25215.310547,25385.869141,25385.869141,77600000
2020-11-16,25652.689453,25928.179688,25640.289063,25906.929688,25906.929688,84900000
2020-11-17,26043.449219,26057.300781,25851.539063,26014.619141,26014.619141,84800000
2020-11-18,25860.550781,25882.140625,25656.699219,25728.140625,25728.140625,69200000
2020-11-19,25628.730469,25650.859375,25474.939453,25634.339844,25634.339844,82000000
2020-11-20,25486.830078,25555.369141,25425.589844,25527.369141,25527.369141,63400000
2020-11-24,25901.449219,26261.779297,25901.449219,26165.589844,26165.589844,81700000
2020-11-25,26468.519531,26706.419922,26258.349609,26296.859375,26296.859375,92500000
2020-11-26,26255.470703,26560.029297,26255.470703,26537.310547,26537.310547,63500000
2020-11-27,26530.279297,26672.400391,26419.050781,26644.710938,26644.710938,86200000
2020-11-30,26830.099609,26834.199219,26405.830078,26433.619141,26433.619141,147700000
2020-12-01,26624.199219,26852.160156,26618.390625,26787.539063,26787.539063,73200000
2020-12-02,26884.990234,26889.900391,26695.279297,26800.980469,26800.980469,80200000
2020-12-03,26740.300781,26868.089844,26719.230469,26809.369141,26809.369141,69500000
2020-12-04,26697.259766,26799.830078,26646.080078,26751.240234,26751.240234,61600000
2020-12-07,26894.250000,26894.250000,26500.320313,26547.439453,26547.439453,61600000
2020-12-08,26380.320313,26523.300781,26327.080078,26467.080078,26467.080078,55100000
2020-12-09,26526.339844,26826.779297,26520.599609,26817.939453,26817.939453,61800000
2020-12-10,26688.500000,26852.769531,26639.980469,26756.240234,26756.240234,69200000
2020-12-11,26732.849609,26819.410156,26553.009766,26652.519531,26652.519531,74900000
2020-12-14,26659.529297,26870.470703,26648.689453,26732.439453,26732.439453,60000000
2020-12-15,26683.109375,26736.839844,26605.539063,26687.839844,26687.839844,59300000
2020-12-16,26835.589844,26874.980469,26717.029297,26757.400391,26757.400391,61300000
2020-12-17,26744.500000,26843.050781,26676.279297,26806.669922,26806.669922,61500000
2020-12-18,26775.529297,26824.289063,26707.300781,26763.390625,26763.390625,73800000
2020-12-21,26834.099609,26905.669922,26533.630859,26714.419922,26714.419922,60700000
2020-12-22,26559.330078,26639.990234,26361.660156,26436.390625,26436.390625,58600000
2020-12-23,26580.429688,26585.210938,26414.740234,26524.789063,26524.789063,56000000
2020-12-24,26635.109375,26764.529297,26605.259766,26668.349609,26668.349609,47900000
2020-12-25,26708.099609,26716.609375,26638.279297,26656.609375,26656.609375,33400000
2020-12-28,26691.289063,26854.029297,26664.599609,26854.029297,26854.029297,50700000
2020-12-29,26936.380859,27602.519531,26921.140625,27568.150391,27568.150391,59400000
2020-12-30,27559.099609,27572.570313,27338.560547,27444.169922,27444.169922,50600000
2021-01-04,27575.570313,27602.109375,27042.320313,27258.380859,27258.380859,51500000
2021-01-05,27151.380859,27279.779297,27073.460938,27158.630859,27158.630859,55000000
2021-01-06,27102.849609,27196.400391,27002.179688,27055.939453,27055.939453,72700000
2021-01-07,27340.460938,27624.730469,27340.460938,27490.130859,27490.130859,98900000
2021-01-08,27720.140625,28139.029297,27667.750000,28139.029297,28139.029297,84900000
2021-01-12,28004.369141,28287.369141,27899.449219,28164.339844,28164.339844,78800000
2021-01-13,28140.099609,28503.429688,28133.589844,28456.589844,28456.589844,70900000
2021-01-14,28442.730469,28979.529297,28411.580078,28698.259766,28698.259766,81900000
2021-01-15,28777.470703,28820.500000,28477.029297,28519.179688,28519.179688,74100000
2021-01-18,28238.679688,28349.970703,28111.539063,28242.210938,28242.210938,51900000
2021-01-19,28405.490234,28720.910156,28373.339844,28633.460938,28633.460938,58200000
2021-01-20,28798.740234,28801.189453,28402.109375,28523.259766,28523.259766,69800000
2021-01-21,28710.410156,28846.150391,28677.609375,28756.859375,28756.859375,67700000
2021-01-22,28580.199219,28698.179688,28527.160156,28631.449219,28631.449219,66900000
2021-01-25,28698.890625,28822.289063,28566.849609,28822.289063,28822.289063,57300000
2021-01-26,28696.300781,28740.710938,28527.810547,28546.179688,28546.179688,63500000
2021-01-27,28665.339844,28754.990234,28542.000000,28635.210938,28635.210938,69000000
2021-01-28,28169.269531,28360.480469,27975.849609,28197.419922,28197.419922,123900000
2021-01-29,28320.720703,28320.720703,27629.800781,27663.390625,27663.390625,91700000
2021-02-01,27649.070313,28107.099609,27649.070313,28091.050781,28091.050781,65700000
2021-02-02,28207.480469,28379.310547,28089.119141,28362.169922,28362.169922,67500000
2021-02-03,28482.710938,28669.949219,28402.300781,28646.500000,28646.500000,84000000
2021-02-04,28557.460938,28600.220703,28325.890625,28341.949219,28341.949219,81100000
2021-02-05,28631.460938,28785.710938,28548.269531,28779.189453,28779.189453,93200000
2021-02-08,28831.580078,29400.560547,28817.599609,29388.500000,29388.500000,93600000
2021-02-09,29435.609375,29585.750000,29350.480469,29505.929688,29505.929688,86900000
2021-02-10,29412.550781,29562.929688,29368.179688,29562.929688,29562.929688,81100000
2021-02-12,29635.880859,29650.509766,29417.320313,29520.070313,29520.070313,79800000
2021-02-15,29662.410156,30092.339844,29662.410156,30084.150391,30084.150391,70300000
2021-02-16,30229.460938,30714.519531,30191.650391,30467.750000,30467.750000,81300000
2021-02-17,30366.820313,30398.199219,30191.009766,30292.189453,30292.189453,74800000
2021-02-18,30311.980469,30560.490234,30140.009766,30236.089844,30236.089844,77900000
2021-02-19,29970.589844,30169.589844,29847.330078,30017.919922,30017.919922,63700000
2021-02-22,30281.779297,30458.130859,30089.179688,30156.029297,30156.029297,62800000
2021-02-24,30020.109375,30089.589844,29671.699219,29671.699219,29671.699219,79300000
2021-02-25,30077.269531,30213.279297,30044.429688,30168.269531,30168.269531,70100000
2021-02-26,29753.730469,29760.310547,28966.009766,28966.009766,28966.009766,92900000
2021-03-01,29419.449219,29686.390625,29396.039063,29663.500000,29663.500000,62700000
2021-03-02,29939.750000,29996.390625,29314.820313,29408.169922,29408.169922,70100000
2021-03-03,29482.119141,29604.369141,29336.599609,29559.099609,29559.099609,68800000
2021-03-04,29198.419922,29277.189453,28711.039063,28930.109375,28930.109375,75200000
2021-03-05,28725.480469,28867.830078,28308.570313,28864.320313,28864.320313,85800000
2021-03-08,29208.189453,29255.900391,28644.259766,28743.250000,28743.250000,92400000
2021-03-09,28748.869141,29053.560547,28609.210938,29027.939453,29027.939453,96700000
2021-03-10,29118.279297,29233.470703,28960.089844,29036.560547,29036.560547,83000000
2021-03-11,29033.919922,29255.419922,28995.330078,29211.640625,29211.640625,78500000
2021-03-12,29287.740234,29744.320313,29210.400391,29717.830078,29717.830078,96600000
2021-03-15,29804.500000,29884.730469,29670.310547,29766.970703,29766.970703,94100000
2021-03-16,29770.390625,30026.400391,29755.470703,29921.089844,29921.089844,83800000
2021-03-17,29836.830078,29984.970703,29825.160156,29914.330078,29914.330078,74600000
2021-03-18,30148.480469,30485.000000,30041.500000,30216.750000,30216.750000,95400000
2021-03-19,29904.570313,30049.769531,29621.220703,29792.050781,29792.050781,128500000
2021-03-22,29444.099609,29472.980469,29107.630859,29174.150391,29174.150391,78800000
2021-03-23,29381.490234,29496.830078,28995.919922,28995.919922,28995.919922,79200000
2021-03-24,28765.550781,28867.669922,28379.060547,28405.519531,28405.519531,96000000
2021-03-25,28457.330078,28821.830078,28414.919922,28729.880859,28729.880859,72800000
2021-03-26,29068.519531,29240.740234,28953.220703,29176.699219,29176.699219,73700000
2021-03-29,29478.119141,29578.369141,29200.880859,29384.519531,29384.519531,107900000
2021-03-30,29365.039063,29478.199219,29283.890625,29432.699219,29432.699219,79900000
2021-03-31,29278.330078,29348.990234,29165.519531,29178.800781,29178.800781,82000000
2021-04-01,29441.910156,29585.460938,29318.820313,29388.869141,29388.869141,75600000
2021-04-02,29704.660156,29869.669922,29694.089844,29854.000000,29854.000000,57200000
2021-04-05,30084.609375,30195.000000,30024.250000,30089.250000,30089.250000,55400000
2021-04-06,30208.890625,30208.890625,29665.859375,29696.630859,29696.630859,65500000
2021-04-07,29743.480469,29867.939453,29523.550781,29730.789063,29730.789063,61500000
2021-04-08,29675.880859,29744.789063,29516.419922,29708.980469,29708.980469,62600000
2021-04-09,29865.529297,30064.349609,29768.060547,29768.060547,29768.060547,64900000
2021-04-12,29874.429688,29876.039063,29538.730469,29538.730469,29538.730469,50200000
2021-04-13,29605.689453,29897.109375,29573.789063,29751.609375,29751.609375,54900000
2021-04-14,29718.060547,29722.400391,29567.179688,29620.990234,29620.990234,57200000
2021-04-15,29573.900391,29787.660156,29558.550781,29642.689453,29642.689453,50600000
2021-04-16,29789.080078,29789.080078,29621.830078,29683.369141,29683.369141,49100000
2021-04-19,29688.320313,29808.009766,29530.839844,29685.369141,29685.369141,44700000
2021-04-20,29355.869141,29361.279297,29014.359375,29100.380859,29100.380859,59900000
2021-04-21,28660.359375,28778.929688,28419.839844,28508.550781,28508.550781,71000000
2021-04-22,28880.779297,29192.390625,28800.859375,29188.169922,29188.169922,55100000
2021-04-23,28939.119141,29035.339844,28770.619141,29020.630859,29020.630859,47500000
2021-04-26,29095.490234,29241.279297,28896.369141,29126.230469,29126.230469,49200000
2021-04-27,29174.529297,29187.109375,28990.189453,28991.890625,28991.890625,59400000
2021-04-28,28935.509766,29139.699219,28875.910156,29053.970703,29053.970703,61400000
2021-04-30,28996.660156,29046.490234,28760.269531,28812.630859,28812.630859,78400000
2021-05-06,29024.009766,29430.220703,28966.470703,29331.369141,29331.369141,94300000
2021-05-07,29330.449219,29449.859375,29237.359375,29357.820313,29357.820313,67500000
2021-05-10,29376.890625,29685.410156,29346.140625,29518.339844,29518.339844,66300000
2021-05-11,29238.560547,29289.119141,28535.359375,28608.589844,28608.589844,73200000
2021-05-12,28712.099609,28831.029297,27888.589844,28147.509766,28147.509766,90000000
2021-05-13,27929.009766,27961.960938,27385.029297,27448.009766,27448.009766,80500000
2021-05-14,27723.699219,28139.960938,27723.699219,28084.470703,28084.470703,73500000
2021-05-17,28310.460938,28312.779297,27632.529297,27824.830078,27824.830078,63900000
2021-05-18,27931.570313,28481.169922,27931.570313,28406.839844,28406.839844,74700000
2021-05-19,28031.220703,28216.650391,27842.980469,28044.449219,28044.449219,68700000
2021-05-20,27875.500000,28176.869141,27821.960938,28098.250000,28098.250000,56800000
2021-05-21,28269.609375,28411.560547,28193.029297,28317.830078,28317.830078,58700000
2021-05-24,28212.320313,28584.179688,28212.320313,28364.609375,28364.609375,54700000
2021-05-25,28516.990234,28576.970703,28443.740234,28553.980469,28553.980469,54000000
2021-05-26,28396.619141,28710.830078,28396.619141,28642.189453,28642.189453,64200000
2021-05-27,28543.320313,28587.210938,28360.560547,28549.009766,28549.009766,138200000
2021-05-28,28912.539063,29194.109375,28899.660156,29149.410156,29149.410156,80600000
